date,startup,vertical,subvertical,City  Location,investors,round,amount,Remarks
2015-08-10,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,17.32,Series A
2015-08-10,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,66.682,Series A
2015-08-10,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,86.6,Series B
2015-08-10,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.6846,
2015-09-10,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,0.6062,
2015-09-10,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,69.28,Series A
2015-09-10,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.598,
2015-09-10,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,8.66,
2015-09-10,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,0.66682,
2015-12-10,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,1.6453999999999998,
2015-12-10,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,0.866,
,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,8.66,
,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,21.65,Series A
,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,0.433,
,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,0.66682,
,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,8.66,Series A
,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,216.5,Series C
,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,0.866,
,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,60.62,Series A
,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,86.6,Series B
,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,25.546999999999997,
,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,13.249799999999999,Series A
,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.866,
,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.5424,
,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,1.299,Bridge Round
,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,1.299,
,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.66,Bridge Round
,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.165,
,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,43.3,
,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.464,
,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4.33,
,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,433.0,Series A
,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,77.94,Series A
,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,0.66682,
,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,3.0309999999999997,
,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,86.6,Series B
,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.526,
,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.732,
,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.897,
,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.1258,
,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,64.95,Series B
,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,17.32,Series C
,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,1.9918,pre-Series A
,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,0.6928,
,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,86.6,Series B
2015-01-09,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,0.866,
2015-01-09,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,8.66,Series A
2015-01-09,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,7.794,Series A
2015-02-09,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,346.4,Series C
2015-02-09,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,389.69999999999993,Series D
2015-03-09,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,2.2516,
2015-03-09,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,346.4,
2015-04-09,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.299,
2015-04-09,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,0.866,
2015-04-09,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,17.32,
2015-07-09,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,5.196,
2015-07-09,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.7753,
2015-07-09,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,519.6,Late Stage
2015-07-09,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,15.588,Series A
2015-08-09,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,3.464,
2015-10-09,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.6682,Series A
2015-10-09,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,79.672,Series B
2015-10-09,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.7279,
2015-11-09,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,0.866,
2015-11-09,Zapyle,pre-used apparel shopping mobile app,,Bangalore,,Seed Funding,8.66,
2015-12-09,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,129.9,Series A
,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,10.392,
,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,77.94,Series A
,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,25.979999999999997,Series A
,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1948.5,Late Stage
,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,17.32,Part of $12M Series B funding
,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,36.805,Series A
,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.66,
,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,2.598,
,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,86.6,Series A
,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,3.5506,
,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,3.897,
,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,649.5,Series D
,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,5.196,
,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,3.0309999999999997,
,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.959,Pre-Series A
,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,1.299,
,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,1.299,
,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,324.75,
,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,2.0351,
,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,1.0825,thru Accelerator
,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,25.979999999999997,Series A
,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,6.928,Pre-Series A
,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,3.464,
,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,86.6,Series A
,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,2.598,
,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,10.392,Series A
,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,19.485,Series A
,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,15.155,pre-Series A
,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,28.578,
,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.464,
,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,17.32,Series A
,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.66,
,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,259.8,late Stage (part of $500M funding rnd)
,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5888.799999999999,Late Stage (Alibaba @ 40% equity)
,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,866.0,Late Stage
,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,311.76,Series B
,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,3.0309999999999997,
,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,43.3,
,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,8.66,
,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.66,
2015-01-08,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4330.0,Late Stage Round 7th (More details)
2015-01-08,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,3.464,
2015-03-08,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,43.3,Series A
2015-03-08,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,866.0,Series B
2015-03-08,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,83.136,Series B
2015-04-08,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,11.258,Series A
2015-05-08,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.629,
2015-05-08,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,11.258,
2015-05-08,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,259.8,Series A
2015-05-08,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,25.979999999999997,Series A
2015-05-08,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.33,
2015-05-08,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,6.7981,
2015-06-08,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.33,pre Series-A
2015-06-08,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,779.3999999999999,Series C
2015-06-08,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,6.061999999999999,
2015-06-08,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,216.5,Series C
2015-07-08,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,5.4558,
2015-07-08,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.33,Pre-Series A
2015-10-08,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,4.33,Pre Series-A
2015-10-08,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.6928,
2015-10-08,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.165,QPrize Contest Winners
2015-10-08,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,138.56,Series A
2015-10-08,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.165,
2015-10-08,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,8.66,Series A
2015-10-08,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,259.8,Series B
2015-11-08,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,69.28,Series A
2015-11-08,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,13.856,
2015-11-08,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,0.866,
2015-11-08,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,173.2,Series A
2015-11-08,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,545.58,
2015-12-08,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,64.95,Series B
2015-12-08,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,433.0,Series C
2015-12-08,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,6.6682,
2015-12-08,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,21.65,Series A
,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4.33,
,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,216.5,Series B
,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,34.64,Series A
,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,0.866,
,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,2.1217,
,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.9052,
,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,1.3856,
,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.6846,
,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,129.9,Series B
,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,36.372,Series A
,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,8.66,
,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,8.66,Series A
,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,20.784,
,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,173.2,
,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,1.35096,
,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,5.196,
,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,5.196,
,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4.33,
,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,2.598,
,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,3.464,
,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.66,pre-series A
,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,25.979999999999997,Series A
,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,34.64,Series A
,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,2.165,
,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,0.866,
,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.464,
,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,4.33,
,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,17.32,Pre-Series A
,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,1.3856,
,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.598,
,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,34.64,Series A
2015-01-07,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,8.66,
,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,5.4558,
2015-01-07,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,116.91,Series A
2015-02-07,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,519.6,Series C\\n(More here)
2015-02-07,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,43.3,Series A
2015-02-07,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.39426,
2015-03-07,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,56.29,Series A
2015-03-07,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,8.66,
2015-04-07,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.4207,
2015-06-07,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,259.8,Series B
2015-07-07,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,25.979999999999997,Series A
2015-07-07,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,43.3,Series A
2015-08-07,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,866.0,Series C
2015-08-07,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,95.25999999999999,Series A
2015-08-07,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,259.8,Series C
2015-08-07,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,0.1732,
2015-08-07,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,4.0702,Strategic Investment
2015-08-07,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,64.95,Series B
2015-08-07,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,86.6,Series A
2015-08-07,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,88.332,Series A
2015-08-07,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,95.25999999999999,Series B
,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,86.6,Series B
,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.598,
,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,64.95,Series C
,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,6.8414,
,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,4.33,
,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,866.0,Series B
,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,19.918,Series B
,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,95.25999999999999,Series A
,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,6.061999999999999,
,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,13.856,Follow on Funding
,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.866,
,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,129.9,No confirmation
,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,42.001,Series A
,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.66,Series A
,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,17.32,Series A
,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,259.8,Late Stage
,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,110.415,Series A
,Mswipe,Mobile Point of Sale payment solution,,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,216.5,Series B
,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,2.7712,
,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,173.2,Series B
,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,129.9,Strategic Investment
,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,8.66,Series A
,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,519.6,Late Stage
,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,8.66,Bridge round
,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,129.9,Series A
,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,51.959999999999994,Series A
,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,866.0,Series D
